City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Nelson Bay,AU,-32.7167,152.15,72.95,87,100,1.01,overcast clouds
701,Mozarlandia,BR,-14.7447,-50.5706,81.16,75,89,11.99,light rain
702,Hirara,JP,24.8,125.2833,68.67,84,100,22.59,overcast clouds
703,Rypefjord,NO,70.6333,23.6667,19.87,86,75,2.3,broken clouds
704,Acurenam,GQ,1.0322,10.6488,79.38,55,98,5.35,overcast clouds
705,Finschhafen,PG,-6.6024,147.8681,79.32,83,100,5.79,overcast clouds
706,Bilibino,RU,68.0546,166.4372,-3.78,88,100,3.13,overcast clouds
707,Chachapoyas,PE,-6.2317,-77.869,67.35,65,88,5.88,light rain
708,Nakhon Nayok,TH,14.1667,101.1,82.38,74,14,2.35,light rain
709,Saint Anthony,US,45.0205,-93.218,23.14,62,0,5.01,clear sky
